sentence,time_dif,cnt
[нрзб],0.8999999999999986,0
[нрзб],0.9180000000000064,0
[нрзб],0.9750000000000228,0
[нрзб],1.0310000000000628,0
[нрзб],1.1000000000000227,0
[нрзб],1.1269999999999951,0
[нрзб],1.2039999999999509,0
[нрзб],1.211999999999989,0
[нрзб],1.3099999999999454,0
[нрзб],1.5639999999999643,0
[нрзб],1.586999999999989,0
[нрзб],1.7069999999999936,0
[нрзб],1.768000000000001,0
[нрзб],1.9220000000000257,0
[нрзб],2.609999999999985,0
[нрзб],6.5,0
[Нрзб],0.9180000000000064,0
[нрзб] А это кто там (тама)?,1.786999999999999,2
"[нрзб] Ах ты ж падла, я говорю.",2.900000000000034,0
[нрзб] будет идти (идить) кругами.,1.7699999999999818,1
[нрзб] в сваты как раз.,2.589999999999918,2
"[нрзб] вот через три, что их через три,",3.9180000000000064,1
"[нрзб] всё собрала, толоку, они (яны) пришли, ну я им...",3.9180000000000064,1
[нрзб] всё это.,2.1899999999999977,0
"[нрзб] дак там танцевали в= в кругу весь, девки все.",3.969999999999999,3
"[нрзб] если б кто жил, девчонки, там женщина была, она (ина) б убрала, ну а такона (ина) дом стоит и стоит.",6.258999999999901,3
"[нрзб] заму= идёт [нрзб] в середи=, в середину идёт.",4.2999999999999545,2
"[нрзб] здесь, а там...",1.1049999999999045,1
[нрзб] земля наша.,1.7139999999999986,0
[нрзб] и так кр'тишь вот.,1.8780000000000427,0
[нрзб] из пенька.,1.51400000000001,1
[нрзб] ключи.,3.6280000000000423,0
"[нрзб] когда надо выпить, ну так вот.",3.13799999999992,0
[нрзб] музыки были.,1.5900000000000318,0
"[Нрзб] на том (тэм) же доме, где сгорели, дык они (яны) не строят.",6.091000000000008,4
"[нрзб] наверное, в Дружбе.",1.7229999999999563,1
"[нрзб] надо положить его на подушку, чтоб, намесить...",5.038999999999987,0
[Нрзб] нам будет.,1.6099999999999994,0
[нрзб] намелю [нрзб] сеяли.,6.3139999999999645,0
[нрзб] написано.,3.490000000000009,0
"[нрзб] не гадали, ти скоро девка замуж выйдет.",3.143,2
"[нрзб] Одну они (яны) сдали, ну нынче одна осталась и всё.",3.530000000000001,1
[нрзб] она (яна) ремнём стукнут.,2.180000000000007,1
"[нрзб] плохой, в плохую минуту муж умер.",3.009999999999991,1
"[нрзб] попытайте, может, он скажет.",2.474999999999909,0
[нрзб] пошли (пойшли).,1.6999999999999318,1
"[нрзб] свет выключу, покажу вам одеяльце.",6.413999999999987,0
"[нрзб] сказали, что",2.3029999999999973,1
[нрзб] табуретку возьмите.,3.8100000000000023,0
"[нрзб] так и не спросила, тоже такая.",2.6680000000000064,1
"[нрзб] там же разные: Мазыки, Шипы, Куплятино.",5.435000000000173,1
[нрзб] там птица.,1.2139999999999986,1
"[нрзб] ходили, некогда было гулять.",2.0950000000000273,0
[нрзб] ходили.,0.9630000000001928,0
"[Нрзб] Это им уже (ужо), наверное, тоже сто лет.",5.801000000000158,2
"[нрзб], а кошки с котятами, сейчас только собака сюда (сюды), кошки на улицу.",5.853999999999985,2
"[нрзб], ведро им дай.",2.673999999999978,0
"[нрзб], она хорошо вяжет уже.",3.3499999999999943,1
"[Нрзб], что ты будешь стоять?",2.0299999999999727,1
[нрзб].,0.8859999999999673,0
[нрзб].,0.9420000000000072,0
[нрзб].,1.6580000000000157,0
[нрзб].,2.051000000000045,0
[нрзб].,2.1499999999999773,0
[нрзб].,3.0400000000000205,0
[нрзб].,3.5330000000000155,0
[Ну всё там и остается.],1.5679999999999836,1
"[Ну да, это да, это уже точно.]",1.8999999999998636,1
"[ну два, два наперяди, два задью.]",3.4420000000000073,0
[Ну кругленькие такие вот.],2.5470000000000255,0
"[Ну кто копейки эти не жалеет,]",3.816000000000031,2
"[ну там он, может, неделю побыл и...]",3.05600000000004,1
"[Ну это тоже кто если такие местные, уже постарше.]",2.6499999999999986,1
[Ну.],0.480000000000004,0
[Окотянен].,1.0960000000000036,0
"[Опят], пойду-ка я, ну, пойду вот до леса.",4.557000000000016,0
[Отрисовала].,4.129000000000133,0
[поймался на этот (этый).],1.2159999999998945,1
"[Полить, до мая] уже три года.",2.5649999999999977,1
[пром] этот (етый) вспахал всё.,1.8489999999999327,1
"[путча] щипали, липовые листья.",3.27,0
"[Пьём] чай, да, тёплый приём.",2.303000000000111,0
"[раз этим, этих, двух.]",2.034999999999968,0
[рассечь топором.],1.4939999999999998,0
[руками.],0.8309999999999604,0
[С буми].,0.9699999999998,1
[С ним сообразить с этим (естым).,2.0160000000000764,3
"[С печи] тёпленькая, увернет во что.",4.34800000000007,3
[С Саней] там поехали ж за ней.,1.7549999999999957,3
"[Сделают кресты, а кто так.]",2.9139999999999873,0
"[сейчас же есть книжки, жизнь после смерти, загробная жизнь какая -то, везде стали выпускать, пишутся]",7.350000000000023,1
[Сейчас я покажу.],0.7570000000000618,0
"[Сразу мердце] успокаивается, ты сидишь [нрзб.] поспишь.",3.1660000000000537,0
[стекает.],1.2150000000001455,0
"[та если идти] пойду коли уже если мало будет, покуль не= не давать молока ка= это, от коровы.",6.888000000000034,4
[табуретки поставишь.],1.4739999999999895,0
[Тако]?,0.4750000000001364,0
"[Те] на кладбище ходил, так что и,",2.603999999999985,1
[То ну...],0.6069999999999709,1
[Угу.],0.47499999999990905,0
[Угу.],0.5099999999999909,0
[Уже] на что привык.,1.553000000000111,2
"[успокаивается],",1.0399999999999636,0
"[Хаты], все заговоры знала.",5.903999999999996,0
[Целым тот (той) хозяин будет запасен.],1.6040000000000418,1
"[Что и, и, и так же, наверное, на гробу, так и...]",3.811000000000149,1
[Чувствует как (як) надо.],1.8240000000000691,2
[Широка].,2.4479999999998654,0
[э ],0.4500000000000029,0
"[эт [нрзб], а тут (тута) рядом,]",2.65300000000002,2
"[эти (этые), коренья эти, попробуй-ка эти,]",3.0319999999999823,4
"[Эти копали, двух штук, эти, детей выкопали.]",5.7439999999999145,2
"[Это его, его.]",1.3489999999999327,0
[Это остается там.],1.5579999999999927,0
"[Это самую, надо гроб сделать, и всё.]",3.2870000000000346,0
"[Это, детей и, и этих.]",3.1100000000000136,0
"[Я не знаю], как они называются, вообще забываю всё, как эти цветы называются, спрошу, а потом опять забуду всё.",5.155999999999949,4
"[Ямку делали, а это и копа= выкапывали.]",4.038000000000011,0
"\Кидают где -то, не берут.",1.51400000000001,2
Cвирепка.,0.9200000000000728,0
w,0.06499999999999773,0
w,0.06900000000000261,0
wсё',0.2910000000000039,0
wсё',0.3000000000000682,0
wсё',0.3400000000000034,0
wсё'х,0.5779999999999745,0
wси'х,0.3569999999999709,0
а,0.06200000000001182,0
а,0.07999999999998408,0
а,0.08299999999996999,0
а,0.1139999999999972,0
а,0.14400000000000546,0
а,0.1449999999999818,0
а,0.30000000000001137,0
А,0.6100000000000065,0
"а 'сли с своей деревни,",1.6890000000000214,1
"А баба моя соблюдала постное, нельзя было.",2.838999999999998,0
"А баба с внучками си=, с внучками сидят в районной газете, я говорю, где.",5.269999999999982,3
"А баба, баба была.",3,0
"А бабки у нас, была одна такая в деревне, мы ещё когда в Гуте жили.",3.769999999999982,2
"а бабки эти ставили, бабки,",2.2250000000000227,1
а бабы тогда (тады) тряпушками,1.5120000000000005,2
"А батька с маткой кредит возьмут,",2.180000000000007,1
"А батька уже,",1.2649999999999864,1
А батька.,1.0830000000000268,0
"А батюшка говорит, нельзя этого делать.",2.059000000000026,1
А беженцы где были?,3.480000000000018,0
"А без холодильника плохо, очень осторожно надо всё.",3.9000000000000057,0
"А берегу летом, когда погода, вынашиваю, ещё чтоб моль не поела.",3.769999999999982,1
"А берёзку просто так вот, вот как (як), в хату где ж, торкали.",5.720000000000027,3
"А Бог его знает, что говорили, ну,",1.9259999999999875,1
"А бог её знает, помогало ти или не помога=.",3.08299999999997,2
А бог их знает.,0.9850000000000136,0
"А боже мой, боже мой.",3.169999999999959,0
А больше грамотных людей не было.,2.3700000000001182,1
А больше нет.,1.2129999999999654,1
А больше ничего не надо.,2.8899999999999864,1
"А больше ничего, я сама с палкой передвигаюсь.",3.4369999999999976,1
А больше что мы видели.,2.16599999999994,1
А больше я нич= уже такого.,2.459000000000003,1
А большуха - у нас таких не было.,1.8179999999999836,1
"А боялись же волков,",2.1359999999999957,0
"А брат корову, у нас коровы здесь, прогоняем коров.",4.428999999999974,0
"А брат, раньше в школах учились, кто учился хорошо,",3.7040000000000006,1
А брату год только был.,1.6700000000000728,0
А брать она (ина) ни с кого ничего не брала.,2.5,4
А братья (браты) все на войне погибли.,3.240000000000002,1
"а братья (браты) мои двоюродные, вот были до того бедность в Колобынине, что незнамо какая (якая).",5.786999999999999,4
А бригадиру поставили [нрзб].,4.100000000000023,0
А будет.,0.7999999999999972,0
"А будто бы так: кто затопился, того на кладбище не.",3.8430000000000746,1
"А буду говорить, что четыре, каб мне это больше записали.",4.149000000000001,3
А Бурнацкому дяде Коле не заходили?,6.168000000000006,1
"А бурты уже потом, по- новому немножко начали же как бы.",3.6679999999998927,3
А бывает глаз плохой.,1.7629999999999768,0
А бывает и плохо.,1.4800000000000182,0
"А бывало же, работали до семидесяти годов.",2.7789999999999964,1
А бывало.,1.1999999999999886,0
"А бывают всего, утекают, и бодучая есть, всякая.",4.6299999999999955,0
А были специалисты.,2.2489999999999952,0
"А были такие лошади, что они умные.",2.6889999999999645,1
"А были такие, что в эту (этую) миску плюнет, это (этое) не хочешь, и он тогда (тады) поест всё.",4.321000000000026,7
"А были, были, играли, скакали, всяко было, было.",4.326000000000008,1
"А было, было и, и работала, и в конце года двенадцать тысяч получала.",5.221000000000004,1
А было.,0.9499999999999886,0
"А в военщине, ты знаешь, там строгость какая (якая).",2.8870000000000005,3
А в город поехали.,1.5359999999999443,2
"А в городе вон сколько разных случаев, что и...",3.25,2
А в городе так вообще там.,1.7640000000001237,2
"А в городе, это в деревне у нас тут нету особенно.",2.4880000000000564,3
А в Гуте жили мы.,1.2919999999999732,1
"А в деревне могут и два гулять, а ресторане один или в кафе.",3.877999999999929,2
А в деревне разве было такое?,2.45900000000006,1
"А в доме, ну хоть бы тебе (табе) литра воды.",2.4599999999999937,2
А в другую школу надо было идти,1.8199999999999932,1
"А в жару водни кусают, бык этот (этый) прётся в кусты!",3.3799999999999955,3
"А в клуб пошла, значит и там нашла, да семейного",3.7369999999999663,2
"А в колхозе пасли уже (ужо) пастухи, муж= мужики.",2.9600000000000364,3
а в колхозе сеяли.,2.4780000000000655,1
"А в Коляды ходят мужчины,",1.8450000000000273,1
"А в коридо=, в коридоре, наверное.",1.836999999999989,2
"А в лесах тут и лисы, тут и эти (этые), и кабаны, тут и косули, тут всего чего, чего хочешь в лесу.",7.990000000000009,9
А в наше время так это старики говорили.,2.4869999999999663,1
А в наше время уже договаривались сами.,2.459000000000003,2
"А в нашей деревне, в Яновке, не.",1.9000000000000057,3
"А в огороде, нет.",1.1500000000000057,2
А в окно как раз роди= родихи -то глядели.,4.814999999999998,3
а в папкиных шлёпках.,1.8199999999999363,1
"А в Петровки ж, говорит, бывают самые голодовки.",2.602999999999952,2
"А в позапрошлом году,",5.5,2
А в понедельник Пасха только.,1.9800000000000184,1
А в прошлом году слелали воду.,2.8659999999999854,2
А в пятницу - не.,1.1659999999999968,2
А в пятницу ж плащаницу вось носят же с церкви (церьквы).,3.812000000000012,3
"А в пятницу уже какой -то (якей -то) пласти= праздник Плащаница, а суббота уже там когда что?",5.475999999999999,9
А в пятницу это посиделки были.,2.1299999999999955,1
"А в пятницу, ничего в пятницу не делают.",3.062000000000012,3
"А в Расстегаевке вообще была школа,",1.9559999999999995,1
А в Расстегаевку ходили уже в четвёртый.,2.459000000000003,3
А в саду при-в долине громко пел соловей.,4.711999999999989,1
а в свою хату,1.3419999999999843,1
"А в Скверете не спалили, но как -то.",1.9190000000000964,4
"А в сорок первом году война была и это, говорит.",3.2280000000000655,3
А в соседней деревне,2.285000000000082,1
А в субботу.,0.7540000000000191,1
"А в третий класс пошла, а ба= а как (як) война кончилась ж,",3.710000000000037,3
"А в тридцать девятом с посёлков стали сгонять на деревни, стали.",4.798000000000002,2
А в этом году дак и не.,3.8249999999999886,3
"А в этом, а тогда (тады) же, это,",2.1970000000000027,3
А в= поперёк паха=,2.6000000000000014,1
"А вдвоем (вдвоих) не скоро поесть, он зачерствеет.",2.826999999999998,2
"А вдвоих,",0.9669999999999844,1
А вдруг она ещё не подоит?,3.6920000000000073,1
"А вдруг родители согласятся, а я скажу не?",2.6689999999999827,1
А вдруг ты ещё там морганула ему.,2.2680000000000007,1
А вдруг у меня судьба будет другая.,2.2659999999999627,0
"А ведерки, где -то ведерки мои?",2.9479999999998654,1
а ведь вот хотелось поглядеть.,2.6200000000000045,0
"А ведь света -то не было, не проведен свет был.",2.4290000000000873,3
А венки в понедельник заплетали тогда (тады).,2.3770000000000095,3
А ветер такой был.,3.3640000000000327,0
"А вечером автобус будет, да?",2.947999999999979,0
"А вечером потопит, тёпленько будет у вас в доме.",2.4200000000000728,1
"А видно, вот этот снег крепкий,",2.1270000000000664,0
"А видно, собаки брешут,",1.6539999999999964,0
"А вижу, полиция куда -то поехала.",1.983000000000004,1
"А вместо шайбы была камень, помню,",2.430999999999983,0
"А вну=, а внуки уже, конечно, в сад",2.055999999999983,2
"А водка всё, всё водка.",4.316000000000031,0
А водой посящаешь (посвицаеш) в сарае там.,1.9949999999999477,3
"А воды, не знаю, куда ходят, там речка.",3.240000000000009,2
А война всех...,2.2099999999999795,0
А волки встречали.,1.6610000000000014,0
"А волков не знаю, никто не сказал, что про волков.",3.365000000000009,3
"А Володю как (як) возили,",1.3199999999999363,2
А волокно же не отойдёт.,1.8199999999999932,1
"А вон там будет колонка, сейчас сходим покажу и потом кто-нибудь со мной.",3.8730000000000473,1
А вообще -то канчеры,3.502999999999986,1
"А вот будете разговоривать с дядей Колей, например, она, он тоже скажет там, может, какие слова, какие даже не, ну не...",6.824999999999989,6
"А вот девки, меня тут (тута) две девки.",2.46,2
"А вот деревня соседняя, Грязь,",1.9220000000000257,0
"А вот для чего, я ж тоже не знаю, для чего это.",2.855000000000018,1
А вот к девя= девятое мая всегда,2.7659999999999627,0
"А вот как (як) пошло время, когда уже после войны начали.",4.610000000000014,3
"А вот как же звали Тимо= Тимощенковой Верки бабу, интересное такое имя было.",5.161999999999978,1
А вот когда (къда) как (як).,1.5960000000000036,3
"А вот лисы, при= будут ходить, они прямо к ним придут.",2.980000000000018,0
А вот люстры ж не оборвали.,1.9149999999999636,1
А вот надо чтоб это...,1.4189999999999827,0
А вот один сын со мной.,2.030000000000001,0
А вот они (яны)!,2.5399999999999636,1
А вот остальные потом расскажут.,3.800999999999931,0
А вот приучали.,1.3179999999999836,0
"А вот различались по музыке, вот, вот заиграешь, сейчас я буду знать.",3.3250000000000455,1
"А вот с досток потом уже это после начали, а то вот так вот,",2.9850000000001273,4
"А вот старинные обряды я не знаю даже, я чего -то думаю, что вам много расскажет, конечно, б рассказали, наверное, вот.",6.925000000000011,3
"а вот там (тама) внизу, если три этих,",3.8449999999999136,2
"А вот Тамара, я думаю, что и, ой, дядя Коля много тоже чего знает.",3.91900000000004,1
"А вот тем (тым) большакам, за Сож,",2.7460000000000377,2
"А вот теперь дожди, такие дожди.",3.953999999999951,1
А вот теперь ничего не умею.,2.077000000000112,2
"А вот ткань делали так, как (як) это.",3.701000000000022,2
"А вот только подцеливается, когда вот она (ина) скубет,",3.43100000000004,1
А вот три километра.,1.279,0
"А вот тут ветками позаторкают всё, этот (этый).",3.5930000000000177,2
а вот тут же ещё есть (ёсь) Большие Хутора.,2.4780000000000086,2
А вот тут коли так пришли сюда.,2.0599999999999454,2
"А вот тут, наверное, чёр=, нет, чёрных нет, но всё равно, темнее, вот такие.",4.962999999999965,3
А вот у мужа считается ку=,2.115000000000009,0
А вот у нас [Шитун] был.,5.563000000000017,0
А вот учились.,1.2799999999999727,0
"А вот что это такого, ти июль месяц, снег выпал.",2.2939999999999827,2
"А вот это и пишешь, да?",1.509999999999998,0
"А вот это, девчата, тоже рушничок, вот видели какой?",3.867999999999938,1
"А вот это, деточка, не знаю.",2.3500000000000014,1
"А вот этот, ну, Грязь, я говорю, я спросила, от чего Грязь.",4.100000000000023,0
"А вот я до этой, зайца заклали.",1.6409999999999627,1
"А вот я же, тоже, у кого спросить?",2.3350000000000364,0
"А вот, глянь-ка, у него ж ведро есть, а я не вижу его!",3.132000000000062,1
"А вот, как -то.",1.6229999999999336,2
"а вот, мне подарила женщина вот это с=, руками делано.",4.244000000000028,1
"А вот, ну вот, гроши, а она (ина), гроши тогда (тады) не дадим.",5.0449999999999875,4
"А вот, ну: ой, вы Климентьевна?",5.482000000000085,0
А врачи того времени.,1.6889999999999643,0
а время глянули - семь часов.,3.599999999999909,0
а вручную косили.,1.580000000000041,0
А всё было.,0.9880000000000564,0
А всё в старое.,4.5090000000000146,1
"А все ж её Ходоска звали, но это ж Феодосия, баба Феодосия у нас была тоже.",4.859999999999985,0
А все ко мне ходили.,4.305999999999983,1
"А все люди машину, машину, ну, ж не видали -то эти танки.",3.29200000000003,3
"А всё надо было, молодые бегали, всё надо было, всего жалко.",3.2620000000000573,0
а всё надо опис= писать.,1.8269999999999984,0
"А всё носим, всю еду носим и там обе= поминаем родителей.",3.7799999999999727,1
А все праздники.,2.150000000000091,0
А всё равно вот всем хотелось танцевать А мы же тогда (тъда) под окном.,2.9829999999999472,2
"А всё равно ж, глянь, он (ён) иш= пошёл против этого.",3.8299999999999983,1
А все равно жалко.,3.240000000000009,0
А всё равно лёд там же били.,2.038000000000011,1
А всё равно троху.,1.308999999999969,0
А всё равно штыки эти (этыя) ставили.,3.3370000000000033,2
"А всё это они (яны) вам и расскажут всё,",2.2419999999999902,1
"А всё, а руки больные.",4.870999999999981,0
А всего было.,1.1809999999999832,0
"А всех ж, говорит, вот идут,",1.7899999999999636,1
А всяко было у нас.,4.1200000000000045,1
А всякое было.,4.440000000000055,0
"А второй, ну второй, вот это, сегодня приехал, привезут и завезут, сегодня приехал,",5.336999999999989,0
А вы в деревне раньше не были?,3.4009999999999536,2
А вы где?,4.1129999999999995,0
"А вы меня, что -то меня, сегодня, что т= вам, ко мне прицепились?",4.2999999999999545,4
"А вы на чём, на поезде приехали?",3.349999999999966,0
А вы с Питера родом оттуда или не?,2.6539999999999964,3
А вы сюда идите.,3.143000000000029,0
"А вы только,",0.954999999999984,0
А вы тут в деревне у нас ещё были у каких женщин?,3.1000000000001364,2
"А вы учитель, да, наверное?",1.5599999999999454,0
"А вы что, на машине приехали, чи сами?",4.03000000000003,1
"А вы, это самое, происхождение какое-нибудь, и зайдите вот к этим к людям, они вам расскжут что -то интересное.",5.838000000000079,2
"А газовой плиты там нет у него, наверное?",1.8379999999999657,2
а Галя в больнице.,4.552000000000021,1
А Ганна двадцать второго.,1.8299999999999272,0
А где - бог их знает!,2.448999999999955,0
А где -то она (ина) купит её.,1.599999999999966,2
"А где (иде) вот, говорили, там (тама),",2.3099999999999454,3
А где (иде) вы ночевали?,1.5500000000000114,1
"А где в Яновке, три километра до Сожа.",2.680000000000007,1
"а где ж зря не сядешь,",2.1540000000000106,1
А где их брали?,1.240000000000009,0
А где их взять?,0.94500000000005,0
А где он (ён) делся - бог его знает.,2.8700000000000045,1
А где они летают.,1.01400000000001,0
А где твой папа?,1.933999999999969,0
А где третью девку дели?,1.6980000000000004,1
А где ты денешься?,5.7099999999999795,0
А где ты их взял?,2.0130000000000052,0
"А где ты их возьмёшь, ну хоть под окно глядим кино то (тое).",3.4539999999999935,2
"А где холодно, там нельзя строить.",2.655999999999949,1
А где это будет?,8.361000000000004,0
А где?,0.5910000000000082,0
А Гитлер?,0.9220000000000256,0
А глина такая.,1.2000000000000457,0
"А глянь, этот (этый) раз вышла.",6.198000000000093,1
"А говорит, она (ина) осталась.",4.709999999999809,2
А говорит:,0.7719999999999345,1
"А говорят, на что нам в городе такие?",1.9890000000000327,2
"А говорят, надо, когда покойник, монеты.",2.6510000000000673,0
"А господи, я говорю.",1.3010000000000446,0
А господи!,1.1550000000000864,0
А гостей приглашайте в дом.,1.6469999999999914,1
А град - кусали тогда (тады).,2.254000000000019,2
"А да ладно! Может, так.?",3.0939999999999372,0
"А да не я= так=, как (як) пирог кусают как (як), вот.",3.560000000000059,5
"А да ти сметана там, яй= яйцо можно разбить.",3.138999999999953,3
"А да, мы ду= а он (ён) думал, что две так вот рядом.",3.5699999999999363,2
А да? А-а-а...,1.5070000000000618,0
А да= А потом два разы она (ина) телилась.,8.17999999999995,2
"А даже, даже ж давали и спиртное, как (як) взрослы=,",3.5299999999999727,2
А дак я не знаю как (як) то.,1.2299999999999898,4
а двадцать годов надо ж было это молоко охлаждали в воде.,3.7799999999999727,2
А две были старше= старшекурсницы у нас.,2.67999999999995,0
А двое вообще.,1.740000000000009,0
А двое.,2.660000000000025,0
"А де= батьке с маткой только посыпали, [те -то], а, сделали.",5.880000000000109,2
"А девка - нет, нет и...",1.448000000000036,2
"а девочка последняя,",1.7799999999999727,0
"А девчонки в основном все уезжали, конечно.",2.5299999999999727,1
"А дед мой, отца моего отец, мой дед, Чепик,",4.213999999999999,0
А дед Мосеем звали.,2.9350000000000023,0
А дед наш пускал.,1.176000000000002,0
А дед пустил.,5.028999999999996,0
"А делали ж раньше люди, вышивали.",5.092999999999961,0
А денег тоже мало платили.,1.8899999999999864,0
а деньги им отдавала.,1.681999999999903,0
"А детей -то было помногу, надо же было всех одеть.",2.9149999999999636,1
А детей было много.,1.7450000000000043,0
А дети ж спали в другом.,1.5829999999999984,1
А дети играют под бабкой.,2,0
"А дети уже там были, в Рудне, из Рудни ходили в Жавинку сюда.",4.156999999999925,5
А дети.,0.8379999999999939,0
А дети.,0.8900000000000148,0
А детки есть хотят.,1.22199999999998,0
А для вас это инетресное.,2.663000000000011,0
А для покойников надо в ногах.,1.757000000000005,1
"А для чего его жгли, эту?",6.360000000000014,0
А для чего уже?,1.4699999999999704,1
А для чего это вам это всё?,2.1100000000000136,0
"А для чего, я тоже не знаю, для чего.",4.163000000000011,1
А для чего?,0.6920000000000073,0
"А днём - ага, особенно",2.336999999999989,0
"А до войны ж всё соломенное было,",2.0299999999999727,0
"А до войны ходили в, этот (этый), школу мы в Колобынино.",3.604000000000042,3
"А до Крещения стоял, до девятнадцатого января, вот, надо было стоять.",4.494000000000028,0
А до сорок седьмого году,1.6259999999999764,1
А до этого была старушка здесь жила.,2.1680000000000064,0
"А до Юрья,",1.865000000000009,0
"А до, до году дитёнка не стригут.",2.491999999999962,2
"А дома мы, это, ну, дома поставишь всё на окно.",3.759999999999991,0
"А дома у нас, как (як) это теперь же, это,",3.870000000000005,3
"А дома уже два дня, как и, как и правильно, как по правилам по всем.",3.4600000000000364,6
"А дома хозяйство держали, по две коровы, и овечки, и свиней штук по 5 пять было,",5.264999999999986,2
А донести (донесть)?,8.361000000000004,1
"А дорого очень дрова, девчата.",1.8479999999999563,0
"А доча моя поехала, говорит.",3.430999999999983,1
А дочечка ещё институт кончала.,2.4920000000000755,0
А дочка в Заречье живет.,1.8700000000000188,1
А дочка говорит: отдай им в архивы.,2.9069999999999965,2
"А дочка моя вот, ну, это она вот что она (ина) по выслуге.",3.4909999999999854,3
"А дочки ж, они же это не понимают это, бедность, они же сытые.",3.611999999999995,1
"А дочушка,",3.080000000000041,0
"а дошёл до столба, вот до этого, где тефонная эта,",2.487999999999829,0
А дошли до той Фроси.,1.6399999999999864,1
"А другая - тут вот, в Сычовке.",4.116999999999962,2
А другая того будет девятнадцатого декабря.,4.41700000000003,0
"А другая хозяйка, может, по= по- другому будет приучать.",4.960000000000036,1
"а другая, стали компресс прикладывать,",2.5579999999999927,0
"А другие говорит, сало отрежь у этой.",2.215000000000032,2
"а другие учёные опровергают, что это неправда.",3.1879999999998745,1
А другой - Кондрат.,1.41599999999994,0
а другой в белом доме в Хиславичах главный агроном.,3.850999999999999,2
"А другой здесь помер, дома.",2.3049999999998363,0
"А другой раз, он утонул,",2.0650000000000546,0
